id	round	user	decision	Market	result	Use of expert	Expert's guess	information_consulted	Key	Gender (1=f/0=m)	experiment	Mean 5 days	Mean all previous days	Age range
10349	24	135	1	1	1	0	1	1	111010--	0	3C	0	0	re0
10350	25	135	1	1	1	0	-1	1	111000--	0	3C	0	0	re0
10376	1	136	1	1	1	1	1	7	111111--	1	1C	0	0	re3
10377	2	136	1	1	1	0	1	2	111010--	1	1C	0	0	re3
10378	3	136	1	-1	-1	0	-1	5	100001--	1	1C	0	0	re3
10379	4	136	-1	-1	1	1	-1	3	001101--	1	1C	0	0	re3
10380	5	136	1	1	1	1	1	2	111110--	1	1C	0	0	re3
10381	6	136	-1	-1	1	0	-1	3	001001--	1	1C	0	0	re3
10382	7	136	-1	1	-1	1	-1	3	010101--	1	1C	0	0	re3
10383	8	136	1	1	1	1	1	2	111110--	1	1C	0	0	re3
10384	9	136	1	1	1	0	1	2	111010--	1	1C	0	0	re3
10385	10	136	1	-1	-1	1	1	2	100110--	1	1C	0	0	re3
10386	11	136	-1	-1	1	0	-1	3	001001--	1	1C	0	0	re3
10387	12	136	-1	1	-1	1	-1	3	010101--	1	1C	0	0	re3
10388	13	136	1	-1	-1	0	-1	2	100000--	1	1C	0	0	re3
10389	14	136	1	-1	-1	1	1	4	100111--	1	1C	0	0	re3
10390	15	136	-1	-1	1	0	-1	2	001000--	1	1C	0	0	re3
10391	16	136	1	-1	-1	1	-1	4	100101--	1	1C	0	0	re3
10392	17	136	1	1	1	0	1	2	111010--	1	1C	0	0	re3
10393	18	136	1	-1	-1	0	-1	2	100000--	1	1C	0	0	re3
10394	19	136	1	-1	-1	1	1	2	100110--	1	1C	0	0	re3
10395	20	136	-1	-1	1	0	-1	2	001000--	1	1C	0	0	re3
10396	21	136	-1	-1	1	0	1	3	001011--	1	1C	0	0	re3
10397	22	136	-1	-1	1	0	1	2	001010--	1	1C	0	0	re3
10398	23	136	-1	1	-1	0	1	2	010010-0	1	1C	0	-1	re3
10399	24	136	1	1	1	0	1	1	111010--	1	1C	0	0	re3
10400	25	136	1	-1	-1	1	1	5	100111--	1	1C	0	0	re3
10401	1	136	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re3
10402	2	136	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re3
10403	3	136	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re3
10404	4	136	-1	1	-1	0	-1	1	010000--	1	2C	0	0	re3
10405	5	136	1	1	1	0	1	1	111010--	1	2C	0	0	re3
10406	6	136	1	1	1	0	-1	1	111000--	1	2C	0	0	re3
10407	7	136	1	-1	-1	0	1	1	100010--	1	2C	0	0	re3
10408	8	136	-1	-1	1	0	-1	1	001000--	1	2C	0	0	re3
10409	9	136	-1	-1	1	0	1	1	001010--	1	2C	0	0	re3
10410	10	136	-1	1	-1	0	1	1	010010--	1	2C	0	0	re3
10411	11	136	1	1	1	0	-1	1	111000--	1	2C	0	0	re3
10412	12	136	1	1	1	0	-1	1	111000--	1	2C	0	0	re3
10413	13	136	1	1	1	0	-1	1	111000--	1	2C	0	0	re3
10414	14	136	1	1	1	0	1	1	111010--	1	2C	0	0	re3
10415	15	136	1	1	1	0	-1	1	111000--	1	2C	0	0	re3
10416	16	136	1	1	1	0	1	1	111010--	1	2C	0	0	re3
10417	17	136	1	1	1	0	-1	1	111000--	1	2C	0	0	re3
10418	18	136	1	-1	-1	0	-1	1	100000--	1	2C	0	0	re3
10419	19	136	-1	1	-1	0	1	1	010010--	1	2C	0	0	re3
10420	20	136	1	1	1	0	-1	1	111000--	1	2C	0	0	re3
10421	21	136	1	1	1	0	-1	1	111000--	1	2C	0	0	re3
10422	22	136	1	1	1	0	-1	1	111000--	1	2C	0	0	re3
10423	23	136	1	1	1	0	1	1	111010--	1	2C	0	0	re3
10424	24	136	1	1	1	0	1	1	111010--	1	2C	0	0	re3
10425	25	136	1	1	1	0	-1	1	111000--	1	2C	0	0	re3
10426	1	136	1	1	1	0	1	2	111010--	1	3I	0	0	re3
10427	2	136	1	1	1	0	1	1	111010--	1	3I	0	0	re3
10428	3	136	1	-1	-1	0	-1	1	100000--	1	3I	0	0	re3
10429	4	136	-1	1	-1	0	1	1	010010--	1	3I	0	0	re3
10430	5	136	1	1	1	0	1	1	111010--	1	3I	0	0	re3
10431	6	136	1	1	1	0	-1	1	111000--	1	3I	0	0	re3
10432	7	136	1	1	1	0	1	1	111010--	1	3I	0	0	re3
10433	8	136	1	-1	-1	0	-1	1	100000--	1	3I	0	0	re3
10434	9	136	-1	-1	1	0	-1	1	001000--	1	3I	0	0	re3
10435	10	136	-1	1	-1	0	1	1	010010--	1	3I	0	0	re3
10436	11	136	1	1	1	0	-1	1	111000--	1	3I	0	0	re3
10437	12	136	1	-1	-1	0	-1	1	100000--	1	3I	0	0	re3
10438	13	136	-1	-1	1	0	-1	1	001000--	1	3I	0	0	re3
10439	14	136	-1	1	-1	0	-1	1	010000--	1	3I	0	0	re3
10440	15	136	1	-1	-1	0	1	1	100010--	1	3I	0	0	re3
10441	16	136	-1	1	-1	0	1	1	010010--	1	3I	0	0	re3
10442	17	136	1	1	1	0	1	1	111010--	1	3I	0	0	re3
10443	18	136	1	1	1	0	1	1	111010--	1	3I	0	0	re3
10444	19	136	1	1	1	0	1	1	111010--	1	3I	0	0	re3
10445	20	136	1	1	1	0	1	1	111010--	1	3I	0	0	re3
10446	21	136	1	-1	-1	0	-1	1	100000--	1	3I	0	0	re3
10447	22	136	-1	-1	1	0	1	1	001010--	1	3I	0	0	re3
10448	23	136	-1	1	-1	0	-1	1	010000--	1	3I	0	0	re3
10449	24	136	-1	-1	1	0	1	1	001010--	1	3I	0	0	re3
10450	25	136	1	-1	-1	0	1	1	100010--	1	3I	0	0	re3
10476	1	137	-1	-1	1	0	1	3	001011--	0	2I	0	0	re5
10477	2	137	-1	-1	1	1	-1	7	001101--	0	2I	0	0	re5
10478	3	137	-1	1	-1	1	-1	7	010101--	0	2I	0	0	re5
10479	4	137	1	1	1	1	-1	7	111101--	0	2I	0	0	re5
10480	5	137	1	1	1	1	1	7	111111--	0	2I	0	0	re5
10481	6	137	1	1	1	1	-1	7	111101--	0	2I	0	0	re5
10482	7	137	1	-1	-1	1	1	7	100111--	0	2I	0	0	re5
10483	8	137	1	-1	-1	1	1	7	100111--	0	2I	0	0	re5
10484	9	137	-1	-1	1	1	-1	7	001101--	0	2I	0	0	re5
10485	10	137	1	1	1	1	-1	7	111101--	0	2I	0	0	re5
10486	11	137	1	-1	-1	1	1	6	100111--	0	2I	0	0	re5
10487	12	137	1	1	1	0	-1	3	111001--	0	2I	0	0	re5
10488	13	137	1	1	1	0	1	3	111011--	0	2I	0	0	re5
10489	14	137	1	1	1	0	-1	3	111001--	0	2I	0	0	re5
10490	15	137	1	1	1	1	1	5	111111--	0	2I	0	0	re5
10491	16	137	1	1	1	0	1	3	111011--	0	2I	0	0	re5
10492	17	137	-1	-1	1	1	-1	7	001101--	0	2I	0	0	re5
10493	18	137	1	1	1	1	1	7	111111--	0	2I	0	0	re5
10494	19	137	1	-1	-1	1	-1	6	100101--	0	2I	0	0	re5
10495	20	137	-1	1	-1	1	1	7	010111--	0	2I	0	0	re5
10496	21	137	1	1	1	1	1	7	111111--	0	2I	0	0	re5
10497	22	137	-1	1	-1	1	-1	7	010101--	0	2I	0	0	re5
10498	23	137	-1	1	-1	1	-1	7	010101--	0	2I	0	0	re5
10499	24	137	1	1	1	1	1	7	111111-1	0	2I	0	1	re5
10500	25	137	1	1	1	1	1	7	111111-1	0	2I	0	1	re5
10501	1	137	-1	1	-1	0	-1	2	010000--	0	3C	0	0	re5
10502	2	137	1	1	1	0	1	2	111010--	0	3C	0	0	re5
10503	3	137	1	-1	-1	0	1	2	100010--	0	3C	0	0	re5
10504	4	137	-1	1	-1	1	1	2	010110--	0	3C	0	0	re5
10505	5	137	-1	1	-1	0	1	2	010010--	0	3C	0	0	re5
10506	6	137	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re5
10507	7	137	1	-1	-1	0	1	2	100010--	0	3C	0	0	re5
10508	8	137	-1	-1	1	1	-1	2	001100--	0	3C	0	0	re5
10509	9	137	-1	1	-1	0	-1	2	010000--	0	3C	0	0	re5
10510	10	137	-1	-1	1	0	-1	2	001000--	0	3C	0	0	re5
10511	11	137	1	-1	-1	0	1	1	100010--	0	3C	0	0	re5
10512	12	137	-1	1	-1	0	1	2	010010--	0	3C	0	0	re5
10513	13	137	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re5
10514	14	137	1	1	1	0	-1	2	111000--	0	3C	0	0	re5
10515	15	137	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re5
10516	16	137	1	1	1	1	1	2	111110--	0	3C	0	0	re5
10517	17	137	1	1	1	1	1	2	111110--	0	3C	0	0	re5
10518	18	137	-1	1	-1	0	1	2	010010--	0	3C	0	0	re5
10519	19	137	-1	1	-1	1	-1	2	010100--	0	3C	0	0	re5
10520	20	137	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re5
10521	21	137	1	1	1	1	1	2	111110--	0	3C	0	0	re5
10522	22	137	-1	-1	1	0	-1	2	001000--	0	3C	0	0	re5
10523	23	137	-1	-1	1	0	1	2	001010--	0	3C	0	0	re5
10524	24	137	-1	-1	1	1	-1	2	001100--	0	3C	0	0	re5
10525	25	137	1	1	1	0	-1	2	111000--	0	3C	0	0	re5
10551	1	138	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re5
10552	2	138	1	-1	-1	1	1	3	100111--	0	1C	0	0	re5
10553	3	138	-1	-1	1	0	-1	2	001000--	0	1C	0	0	re5
10554	4	138	1	-1	-1	1	1	4	100111--	0	1C	0	0	re5
10555	5	138	-1	1	-1	0	1	1	010010--	0	1C	0	0	re5
10556	6	138	-1	1	-1	1	1	5	010111--	0	1C	0	0	re5
10557	7	138	1	-1	-1	0	-1	1	100000--	0	1C	0	0	re5
10558	8	138	-1	1	-1	0	1	1	010010--	0	1C	0	0	re5
10559	9	138	1	1	1	0	1	1	111010--	0	1C	0	0	re5
10560	10	138	1	-1	-1	0	-1	1	100000--	0	1C	0	0	re5
10561	11	138	-1	-1	1	1	-1	2	001100--	0	1C	0	0	re5
10562	12	138	1	-1	-1	1	1	2	100110--	0	1C	0	0	re5
10563	13	138	-1	1	-1	1	-1	5	010101--	0	1C	0	0	re5
10564	14	138	1	-1	-1	0	1	1	100010--	0	1C	0	0	re5
10565	15	138	-1	-1	1	0	-1	1	0010000-	0	1C	-1	0	re5
10566	16	138	-1	1	-1	0	1	3	0100110-	0	1C	-1	0	re5
10567	17	138	1	1	1	0	1	1	111010--	0	1C	0	0	re5
10568	18	138	1	-1	-1	0	-1	1	100000--	0	1C	0	0	re5
10569	19	138	-1	-1	1	0	1	1	00101000	0	1C	-1	-1	re5
10570	20	138	1	-1	-1	1	-1	5	10010100	0	1C	-1	-1	re5
10571	21	138	1	1	1	1	1	3	111111-0	0	1C	0	-1	re5
10572	22	138	1	1	1	1	-1	4	111101-0	0	1C	0	-1	re5
10573	23	138	-1	-1	1	1	1	5	001111-0	0	1C	0	-1	re5
10574	24	138	-1	-1	1	1	-1	5	001101-0	0	1C	0	-1	re5
10575	25	138	-1	-1	1	1	-1	5	001101-0	0	1C	0	-1	re5
10576	1	138	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re5
10577	2	138	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re5
10578	3	138	1	1	1	0	-1	1	111000--	0	2C	0	0	re5
10579	4	138	1	1	1	0	1	1	111010--	0	2C	0	0	re5
10580	5	138	-1	-1	1	0	1	1	001010--	0	2C	0	0	re5
10581	6	138	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re5
10582	7	138	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re5
10583	8	138	-1	1	-1	0	1	1	010010--	0	2C	0	0	re5
10584	9	138	1	1	1	0	1	1	111010--	0	2C	0	0	re5
10585	10	138	1	1	1	0	-1	1	111000--	0	2C	0	0	re5
10586	11	138	1	1	1	0	1	1	111010--	0	2C	0	0	re5
10587	12	138	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re5
10588	13	138	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re5
10589	14	138	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re5
10590	15	138	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re5
10591	16	138	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re5
10592	17	138	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re5
10593	18	138	1	1	1	0	1	1	111010--	0	2C	0	0	re5
10594	19	138	1	-1	-1	0	1	1	100010--	0	2C	0	0	re5
10595	20	138	-1	-1	1	0	1	1	001010--	0	2C	0	0	re5
10596	21	138	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re5
10597	22	138	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re5
10598	23	138	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re5
10599	24	138	1	1	1	0	1	1	111010--	0	2C	0	0	re5
10600	25	138	1	1	1	0	1	1	111010--	0	2C	0	0	re5
10601	1	138	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re5
10602	2	138	-1	-1	1	0	-1	2	001000--	0	3I	0	0	re5
10603	3	138	-1	1	-1	0	1	2	010010--	0	3I	0	0	re5
10604	4	138	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re5
10605	5	138	1	1	1	0	-1	2	111000--	0	3I	0	0	re5
10606	6	138	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re5
10607	7	138	-1	1	-1	0	1	2	010010--	0	3I	0	0	re5
10608	8	138	-1	1	-1	0	1	2	010010--	0	3I	0	0	re5
10609	9	138	1	1	1	0	-1	2	111000--	0	3I	0	0	re5
10610	10	138	-1	-1	1	0	1	2	001010--	0	3I	0	0	re5
10611	11	138	-1	1	-1	0	1	2	010010--	0	3I	0	0	re5
10612	12	138	-1	1	-1	0	1	2	010010--	0	3I	0	0	re5
10613	13	138	1	1	1	1	1	2	111110--	0	3I	0	0	re5
10614	14	138	1	1	1	0	1	2	111010--	0	3I	0	0	re5
10615	15	138	1	-1	-1	0	-1	2	100000--	0	3I	0	0	re5
10616	16	138	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re5
10617	17	138	1	1	1	0	1	2	111010--	0	3I	0	0	re5
10618	18	138	1	1	1	0	1	2	111010--	0	3I	0	0	re5
10619	19	138	1	1	1	0	1	2	111010--	0	3I	0	0	re5
10620	20	138	-1	1	-1	1	-1	2	010100--	0	3I	0	0	re5
10621	21	138	-1	-1	1	0	-1	2	001000--	0	3I	0	0	re5
10622	22	138	1	1	1	0	-1	2	111000--	0	3I	0	0	re5
10623	23	138	1	-1	-1	0	-1	2	100000-1	0	3I	0	1	re5
10624	24	138	-1	1	-1	0	-1	2	010000--	0	3I	0	0	re5
10625	25	138	1	1	1	0	-1	2	111000--	0	3I	0	0	re5
10651	1	139	1	1	1	0	-1	1	111000--	1	1I	0	0	re1
10652	2	139	-1	1	-1	0	-1	1	010000--	1	1I	0	0	re1
10653	3	139	-1	-1	1	0	-1	1	001000--	1	1I	0	0	re1
10654	4	139	-1	1	-1	0	1	1	010010--	1	1I	0	0	re1
10655	5	139	1	1	1	0	-1	1	111000--	1	1I	0	0	re1
10656	6	139	1	1	1	0	-1	1	111000--	1	1I	0	0	re1
10657	7	139	-1	1	-1	0	1	1	010010--	1	1I	0	0	re1
10658	8	139	1	1	1	0	1	1	111010--	1	1I	0	0	re1
10659	9	139	1	1	1	0	1	1	111010--	1	1I	0	0	re1
10660	10	139	1	-1	-1	0	-1	1	100000--	1	1I	0	0	re1
10661	11	139	1	1	1	0	1	1	111010--	1	1I	0	0	re1
10662	12	139	-1	1	-1	0	1	1	010010--	1	1I	0	0	re1
10663	13	139	1	-1	-1	0	1	1	100010--	1	1I	0	0	re1
10664	14	139	1	-1	-1	0	1	1	100010--	1	1I	0	0	re1
10665	15	139	-1	1	-1	0	1	1	010010--	1	1I	0	0	re1
10666	16	139	1	1	1	0	1	1	111010--	1	1I	0	0	re1
10667	17	139	1	-1	-1	0	-1	1	100000--	1	1I	0	0	re1
10668	18	139	-1	-1	1	0	-1	1	001000--	1	1I	0	0	re1
10669	19	139	-1	1	-1	0	-1	1	010000--	1	1I	0	0	re1
10670	20	139	-1	1	-1	0	-1	1	010000--	1	1I	0	0	re1
10671	21	139	-1	-1	1	0	-1	1	001000--	1	1I	0	0	re1
10672	22	139	-1	-1	1	0	1	1	001010--	1	1I	0	0	re1
10673	23	139	-1	1	-1	0	1	1	010010--	1	1I	0	0	re1
10674	24	139	-1	1	-1	0	-1	1	010000--	1	1I	0	0	re1
10675	25	139	-1	-1	1	0	-1	1	001000--	1	1I	0	0	re1
10676	1	139	-1	1	-1	0	-1	1	010000--	1	2I	0	0	re1
10677	2	139	1	-1	-1	0	1	1	100010--	1	2I	0	0	re1
10678	3	139	-1	-1	1	0	-1	1	001000--	1	2I	0	0	re1
10679	4	139	1	1	1	0	1	3	111011--	1	2I	0	0	re1
10680	5	139	1	-1	-1	0	1	3	100011--	1	2I	0	0	re1
10681	6	139	1	-1	-1	0	-1	1	100000--	1	2I	0	0	re1
10682	7	139	1	1	1	0	1	3	111011--	1	2I	0	0	re1
10683	8	139	1	1	1	0	-1	3	111001--	1	2I	0	0	re1
10684	9	139	-1	1	-1	0	1	1	010010--	1	2I	0	0	re1
10685	10	139	1	1	1	0	-1	1	111000--	1	2I	0	0	re1
10686	11	139	-1	-1	1	0	1	3	001011--	1	2I	0	0	re1
10687	12	139	-1	-1	1	0	1	1	001010--	1	2I	0	0	re1
10688	13	139	-1	1	-1	0	-1	3	010001--	1	2I	0	0	re1
10689	14	139	-1	1	-1	0	1	1	010010--	1	2I	0	0	re1
10690	15	139	1	1	1	0	1	1	111010--	1	2I	0	0	re1
10691	16	139	1	-1	-1	0	-1	1	100000--	1	2I	0	0	re1
10692	17	139	-1	1	-1	0	-1	1	010000--	1	2I	0	0	re1
10693	18	139	1	1	1	0	-1	1	111000--	1	2I	0	0	re1
10694	19	139	1	-1	-1	0	-1	1	100000--	1	2I	0	0	re1
10695	20	139	1	1	1	0	1	1	111010--	1	2I	0	0	re1
10696	21	139	1	1	1	0	-1	1	111000--	1	2I	0	0	re1
10697	22	139	1	1	1	0	1	1	111010--	1	2I	0	0	re1
10698	23	139	1	-1	-1	0	1	1	100010--	1	2I	0	0	re1
10699	24	139	1	1	1	0	1	1	111010--	1	2I	0	0	re1
10700	25	139	1	1	1	0	1	1	111010--	1	2I	0	0	re1
10701	1	139	-1	1	-1	0	-1	1	010000--	1	3C	0	0	re1
10702	2	139	1	-1	-1	0	-1	1	100000--	1	3C	0	0	re1
10703	3	139	-1	1	-1	0	-1	1	010000--	1	3C	0	0	re1
10704	4	139	1	1	1	0	1	1	111010--	1	3C	0	0	re1
10705	5	139	1	1	1	0	1	1	111010--	1	3C	0	0	re1
10706	6	139	1	1	1	0	-1	1	111000--	1	3C	0	0	re1
10707	7	139	-1	-1	1	0	-1	1	001000--	1	3C	0	0	re1
10708	8	139	1	1	1	0	1	1	111010--	1	3C	0	0	re1
10709	9	139	-1	1	-1	0	-1	1	010000--	1	3C	0	0	re1
10710	10	139	-1	-1	1	0	-1	1	001000--	1	3C	0	0	re1
10711	11	139	1	-1	-1	0	-1	1	100000--	1	3C	0	0	re1
10712	12	139	1	1	1	0	1	1	111010--	1	3C	0	0	re1
10713	13	139	1	1	1	0	-1	1	111000--	1	3C	0	0	re1
10714	14	139	1	-1	-1	0	1	1	100010--	1	3C	0	0	re1
10715	15	139	-1	-1	1	0	1	1	001010--	1	3C	0	0	re1
10716	16	139	-1	-1	1	0	-1	1	001000--	1	3C	0	0	re1
10717	17	139	1	1	1	0	-1	1	111000--	1	3C	0	0	re1
10718	18	139	1	-1	-1	0	-1	1	100000--	1	3C	0	0	re1
10719	19	139	-1	-1	1	0	-1	1	001000--	1	3C	0	0	re1
10720	20	139	-1	1	-1	0	1	1	010010--	1	3C	0	0	re1
10721	21	139	1	-1	-1	0	-1	1	100000--	1	3C	0	0	re1
10722	22	139	-1	-1	1	0	1	1	001010--	1	3C	0	0	re1
10723	23	139	-1	-1	1	0	1	1	001010--	1	3C	0	0	re1
10724	24	139	-1	1	-1	0	-1	1	010000--	1	3C	0	0	re1
10725	25	139	1	-1	-1	0	-1	1	100000--	1	3C	0	0	re1
10726	1	140	-1	1	-1	0	-1	4	010001--	0	1C	0	0	re3
10727	2	140	1	-1	-1	0	1	3	100011--	0	1C	0	0	re3
10728	3	140	1	1	1	0	1	1	111010--	0	1C	0	0	re3
10729	4	140	1	-1	-1	0	1	1	100010--	0	1C	0	0	re3
10730	5	140	1	1	1	0	-1	1	111000--	0	1C	0	0	re3
10731	6	140	1	1	1	0	-1	1	111000--	0	1C	0	0	re3
10732	7	140	1	-1	-1	0	1	1	100010--	0	1C	0	0	re3
10733	8	140	1	-1	-1	0	1	1	100010--	0	1C	0	0	re3
10734	9	140	1	-1	-1	0	1	1	100010--	0	1C	0	0	re3
10735	10	140	1	1	1	0	1	1	111010--	0	1C	0	0	re3
10736	11	140	1	1	1	0	-1	1	111000--	0	1C	0	0	re3
10737	12	140	1	1	1	0	1	1	111010--	0	1C	0	0	re3
10738	13	140	-1	-1	1	0	-1	1	001000--	0	1C	0	0	re3
10739	14	140	1	-1	-1	0	1	1	100010--	0	1C	0	0	re3
10740	15	140	1	1	1	0	-1	1	111000--	0	1C	0	0	re3
10741	16	140	1	1	1	0	1	1	111010--	0	1C	0	0	re3
10742	17	140	-1	-1	1	0	1	1	001010--	0	1C	0	0	re3
10743	18	140	-1	-1	1	0	1	1	001010--	0	1C	0	0	re3
10744	19	140	1	1	1	0	1	1	111010--	0	1C	0	0	re3
10745	20	140	-1	-1	1	0	1	1	001010--	0	1C	0	0	re3
10746	21	140	-1	-1	1	0	-1	1	001000--	0	1C	0	0	re3
10747	22	140	1	1	1	0	-1	1	111000--	0	1C	0	0	re3
10748	23	140	-1	1	-1	0	-1	1	010000--	0	1C	0	0	re3
10749	24	140	-1	-1	1	0	1	1	001010--	0	1C	0	0	re3
10750	25	140	1	-1	-1	0	-1	1	100000--	0	1C	0	0	re3
10751	1	140	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re3
10752	2	140	-1	-1	1	0	-1	1	001000--	0	2C	0	0	re3
10753	3	140	1	1	1	0	1	1	111010--	0	2C	0	0	re3
10754	4	140	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re3
10755	5	140	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re3
10756	6	140	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re3
10757	7	140	-1	1	-1	0	1	1	010010--	0	2C	0	0	re3
10758	8	140	-1	1	-1	0	1	1	010010--	0	2C	0	0	re3
10759	9	140	-1	1	-1	0	-1	1	010000--	0	2C	0	0	re3
10760	10	140	-1	-1	1	0	1	1	001010--	0	2C	0	0	re3
10761	11	140	1	1	1	0	1	1	111010--	0	2C	0	0	re3
10762	12	140	1	1	1	0	1	1	111010--	0	2C	0	0	re3
10763	13	140	-1	1	-1	0	1	1	010010--	0	2C	0	0	re3
10764	14	140	1	1	1	0	1	1	111010--	0	2C	0	0	re3
10765	15	140	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re3
10766	16	140	1	1	1	0	-1	1	111000--	0	2C	0	0	re3
10767	17	140	1	1	1	0	1	1	111010--	0	2C	0	0	re3
10768	18	140	-1	1	-1	0	1	1	010010--	0	2C	0	0	re3
10769	19	140	1	1	1	0	1	1	111010--	0	2C	0	0	re3
10770	20	140	1	1	1	0	-1	1	111000--	0	2C	0	0	re3
10771	21	140	1	-1	-1	0	-1	1	100000--	0	2C	0	0	re3
10772	22	140	1	1	1	0	-1	1	111000--	0	2C	0	0	re3
10773	23	140	1	-1	-1	0	-1	1	100000-1	0	2C	0	1	re3
10774	24	140	1	1	1	0	-1	1	111000--	0	2C	0	0	re3
10775	25	140	1	1	1	0	-1	1	111000--	0	2C	0	0	re3
10776	1	140	1	1	1	0	1	2	111010--	0	3C	0	0	re3
10777	2	140	-1	-1	1	0	-1	2	001000--	0	3C	0	0	re3
10778	3	140	1	1	1	0	-1	2	111000--	0	3C	0	0	re3
10779	4	140	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re3
10780	5	140	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re3
10781	6	140	1	1	1	0	-1	2	111000--	0	3C	0	0	re3
10782	7	140	-1	1	-1	0	-1	2	010000--	0	3C	0	0	re3
10783	8	140	-1	1	-1	0	1	2	010010--	0	3C	0	0	re3
10784	9	140	1	1	1	1	1	2	111110--	0	3C	0	0	re3
10785	10	140	1	1	1	0	1	2	111010--	0	3C	0	0	re3
10786	11	140	-1	-1	1	1	-1	2	00110011	0	3C	1	1	re3
10787	12	140	1	1	1	0	1	2	111010-1	0	3C	0	1	re3
10788	13	140	-1	-1	1	0	-1	2	001000-1	0	3C	0	1	re3
10789	14	140	1	-1	-1	0	1	2	100010-1	0	3C	0	1	re3
10790	15	140	1	-1	-1	0	1	2	100010-1	0	3C	0	1	re3
10791	16	140	1	-1	-1	0	1	1	100010--	0	3C	0	0	re3
10792	17	140	1	-1	-1	0	-1	2	100000--	0	3C	0	0	re3
10793	18	140	1	1	1	0	-1	2	111000--	0	3C	0	0	re3
10794	19	140	1	1	1	0	1	1	111010-1	0	3C	0	1	re3
10795	20	140	-1	1	-1	0	1	2	010010-1	0	3C	0	1	re3
10796	21	140	1	-1	-1	0	-1	1	100000-1	0	3C	0	1	re3
10797	22	140	1	1	1	0	-1	2	111000-1	0	3C	0	1	re3
10798	23	140	1	1	1	0	1	2	111010-1	0	3C	0	1	re3
10799	24	140	1	1	1	1	1	2	111110-1	0	3C	0	1	re3
10800	25	140	1	1	1	0	-1	2	111000-1	0	3C	0	1	re3
10826	1	142	1	-1	-1	0	1	1	100010--	1	1I	0	0	re2
10827	2	142	-1	-1	1	0	-1	1	001000--	1	1I	0	0	re2
10828	3	142	1	1	1	0	-1	1	111000--	1	1I	0	0	re2
10829	4	142	1	1	1	0	-1	1	111000--	1	1I	0	0	re2
10830	5	142	-1	1	-1	0	1	1	010010--	1	1I	0	0	re2
10831	6	142	-1	1	-1	0	-1	1	010000--	1	1I	0	0	re2
10832	7	142	1	-1	-1	0	1	1	100010--	1	1I	0	0	re2
10833	8	142	1	-1	-1	0	1	1	100010--	1	1I	0	0	re2
10834	9	142	1	-1	-1	0	-1	1	100000--	1	1I	0	0	re2
10835	10	142	-1	1	-1	0	-1	1	010000--	1	1I	0	0	re2
10836	11	142	1	-1	-1	0	1	1	100010--	1	1I	0	0	re2
10837	12	142	1	1	1	0	-1	1	111000--	1	1I	0	0	re2
10838	13	142	-1	1	-1	0	1	1	010010--	1	1I	0	0	re2
10839	14	142	-1	1	-1	0	-1	1	010000--	1	1I	0	0	re2
10840	15	142	1	1	1	0	1	1	111010--	1	1I	0	0	re2
10841	16	142	1	1	1	0	1	1	111010--	1	1I	0	0	re2
10842	17	142	1	-1	-1	0	-1	1	100000--	1	1I	0	0	re2
10843	18	142	-1	1	-1	0	1	1	010010--	1	1I	0	0	re2
10844	19	142	1	-1	-1	0	-1	1	100000--	1	1I	0	0	re2
10845	20	142	-1	1	-1	0	1	1	010010--	1	1I	0	0	re2
10846	21	142	-1	1	-1	0	1	1	010010--	1	1I	0	0	re2
10847	22	142	-1	1	-1	0	-1	1	010000--	1	1I	0	0	re2
10848	23	142	1	1	1	0	-1	1	111000--	1	1I	0	0	re2
10849	24	142	1	1	1	0	1	1	111010-1	1	1I	0	1	re2
10850	25	142	-1	1	-1	0	1	1	010010-1	1	1I	0	1	re2
