	run	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
nMMSBM_[3]	37	0.3226	0.1781	0.5795	0.7655	0.2901	0.4937	55.6925	0.1989	
nMMSBM_[3]	38	0.3216	0.1865	0.5791	0.7667	0.2891	0.4937	55.9610	0.1999	
nMMSBM_[3]	39	0.3220	0.1873	0.5793	0.7658	0.2878	0.4932	55.1817	0.1971	
nMMSBM_[3]	40	0.3216	0.1860	0.5792	0.7642	0.2882	0.4929	55.7331	0.1990	
nMMSBM_[3]	41	0.3221	0.1848	0.5802	0.7649	0.2892	0.4937	55.6706	0.1988	
nMMSBM_[3]	42	0.3218	0.1750	0.5796	0.7672	0.2896	0.4930	55.5508	0.1984	
nMMSBM_[3]	43	0.3212	0.1834	0.5781	0.7676	0.2906	0.4930	55.6921	0.1989	
nMMSBM_[3]	44	0.3217	0.1869	0.5790	0.7669	0.2888	0.4938	55.8791	0.1996	
nMMSBM_[3]	45	0.3203	0.1866	0.5797	0.7669	0.2889	0.4939	55.5255	0.1983	
nMMSBM_[3]	46	0.3185	0.1747	0.5789	0.7656	0.2884	0.4922	55.5668	0.1985	
nMMSBM_[3]	47	0.3221	0.1758	0.5795	0.7668	0.2902	0.4942	55.4209	0.1979	
nMMSBM_[3]	48	0.3210	0.1779	0.5794	0.7675	0.2901	0.4937	55.4963	0.1982	
nMMSBM_[3]	49	0.3229	0.1847	0.5806	0.7673	0.2901	0.4947	55.4316	0.1980	
nMMSBM_[3]	50	0.3223	0.1872	0.5792	0.7663	0.2892	0.4943	55.3591	0.1977	
nMMSBM_[3]	51	0.3214	0.1778	0.5787	0.7674	0.2906	0.4938	56.0686	0.2002	
nMMSBM_[3]	52	0.3226	0.1775	0.5803	0.7671	0.2903	0.4949	55.1385	0.1969	
nMMSBM_[3]	53	0.3194	0.1858	0.5779	0.7663	0.2885	0.4922	55.9416	0.1998	
nMMSBM_[3]	54	0.3236	0.1852	0.5790	0.7661	0.2885	0.4936	55.2081	0.1972	
nMMSBM_[3]	55	0.3211	0.1834	0.5783	0.7683	0.2903	0.4930	55.7186	0.1990	
nMMSBM_[3]	56	0.3208	0.1864	0.5799	0.7646	0.2877	0.4936	55.8289	0.1994	
nMMSBM_[3]	57	0.3221	0.1892	0.5792	0.7676	0.2906	0.4942	55.6127	0.1986	
nMMSBM_[3]	58	0.3222	0.1742	0.5788	0.7667	0.2901	0.4939	55.5783	0.1985	
nMMSBM_[3]	59	0.3218	0.1884	0.5803	0.7667	0.2894	0.4939	55.6738	0.1988	
nMMSBM_[3]	60	0.3222	0.1779	0.5789	0.7654	0.2890	0.4936	55.6308	0.1987	
nMMSBM_[3]	61	0.3226	0.1902	0.5806	0.7658	0.2897	0.4944	55.5955	0.1986	
nMMSBM_[3]	62	0.3211	0.1762	0.5789	0.7684	0.2907	0.4941	55.1366	0.1969	
nMMSBM_[3]	63	0.3223	0.1755	0.5791	0.7667	0.2904	0.4942	55.5023	0.1982	
nMMSBM_[3]	64	0.3209	0.1850	0.5778	0.7664	0.2881	0.4922	55.2124	0.1972	
nMMSBM_[3]	65	0.3221	0.1777	0.5794	0.7663	0.2894	0.4938	55.2237	0.1972	
nMMSBM_[3]	66	0.3214	0.1760	0.5793	0.7686	0.2905	0.4932	55.7212	0.1990	
nMMSBM_[3]	67	0.3221	0.1776	0.5790	0.7666	0.2916	0.4938	55.3283	0.1976	
nMMSBM_[3]	68	0.3190	0.1843	0.5792	0.7661	0.2878	0.4928	55.3799	0.1978	
nMMSBM_[3]	69	0.3198	0.1855	0.5785	0.7661	0.2899	0.4936	55.4694	0.1981	
nMMSBM_[3]	70	0.3226	0.1836	0.5797	0.7661	0.2889	0.4939	55.3510	0.1977	
nMMSBM_[3]	71	0.3208	0.1903	0.5793	0.7666	0.2890	0.4944	55.8654	0.1995	
nMMSBM_[3]	72	0.3225	0.1879	0.5785	0.7664	0.2890	0.4937	55.3195	0.1976	
nMMSBM_[3]	73	0.3231	0.1880	0.5794	0.7663	0.2894	0.4938	55.8839	0.1996	
nMMSBM_[3]	74	0.3211	0.1753	0.5786	0.7668	0.2899	0.4937	55.3525	0.1977	
nMMSBM_[3]	75	0.3218	0.1871	0.5791	0.7667	0.2891	0.4943	55.6306	0.1987	
nMMSBM_[3]	76	0.3234	0.1867	0.5794	0.7665	0.2907	0.4940	55.3440	0.1977	
nMMSBM_[3]	77	0.3228	0.1744	0.5797	0.7670	0.2906	0.4944	56.0289	0.2001	
nMMSBM_[3]	78	0.3215	0.1865	0.5791	0.7685	0.2898	0.4933	55.2061	0.1972	
nMMSBM_[3]	79	0.3202	0.1874	0.5799	0.7654	0.2881	0.4933	55.5792	0.1985	
nMMSBM_[3]	80	0.3231	0.1766	0.5792	0.7675	0.2893	0.4944	55.4492	0.1980	
nMMSBM_[3]	81	0.3198	0.1722	0.5793	0.7656	0.2873	0.4925	55.4518	0.1980	
nMMSBM_[3]	82	0.3225	0.1884	0.5787	0.7676	0.2900	0.4937	55.1750	0.1971	
nMMSBM_[3]	83	0.3210	0.1753	0.5790	0.7673	0.2897	0.4939	55.3586	0.1977	
nMMSBM_[3]	84	0.3241	0.1877	0.5799	0.7673	0.2909	0.4945	55.6713	0.1988	
nMMSBM_[3]	85	0.3209	0.1849	0.5792	0.7679	0.2891	0.4942	55.2610	0.1974	
nMMSBM_[3]	86	0.3214	0.1752	0.5791	0.7669	0.2892	0.4938	55.4364	0.1980	
nMMSBM_[3]	87	0.3220	0.1839	0.5793	0.7667	0.2893	0.4941	55.8655	0.1995	
nMMSBM_[3]	88	0.3221	0.1844	0.5790	0.7662	0.2905	0.4942	55.5337	0.1983	
nMMSBM_[3]	89	0.3208	0.1866	0.5791	0.7662	0.2885	0.4940	55.3500	0.1977	
nMMSBM_[3]	90	0.3224	0.1758	0.5767	0.7670	0.2905	0.4928	55.3464	0.1977	
nMMSBM_[3]	91	0.3225	0.1721	0.5799	0.7666	0.2890	0.4938	55.5838	0.1985	
nMMSBM_[3]	92	0.3213	0.1771	0.5795	0.7684	0.2901	0.4944	55.3493	0.1977	
nMMSBM_[3]	93	0.3221	0.1759	0.5797	0.7656	0.2884	0.4936	55.5700	0.1985	
nMMSBM_[3]	94	0.3215	0.1751	0.5784	0.7671	0.2903	0.4941	55.3852	0.1978	
nMMSBM_[3]	95	0.3228	0.1897	0.5789	0.7684	0.2894	0.4932	55.3309	0.1976	
nMMSBM_[3]	96	0.3215	0.1891	0.5774	0.7642	0.2887	0.4925	55.5314	0.1983	
nMMSBM_[3]	97	0.3208	0.1863	0.5781	0.7669	0.2908	0.4938	55.5825	0.1985	
nMMSBM_[3]	98	0.3226	0.1747	0.5769	0.7692	0.2898	0.4926	55.1214	0.1969	
nMMSBM_[3]	99	0.3222	0.1755	0.5786	0.7668	0.2907	0.4938	55.8729	0.1995	
KNN_[3]	0	0.2414	0.1496	0.3251	0.6154	0.2324	0.2891	216.4373	0.7730	
Rand_[3]	0	0.1607	0.0047	0.0110	0.4979	0.1023	0.0342	198.9031	0.7104	
