	run	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
nMMSBM_[3]	37	0.3201	0.3057	0.3199	0.7362	0.2581	0.4348	83.2815	0.1125	
nMMSBM_[3]	38	0.3153	0.3049	0.3221	0.7380	0.2521	0.4364	71.2344	0.0963	
nMMSBM_[3]	39	0.3252	0.3149	0.3210	0.7445	0.2602	0.4356	79.9201	0.1080	
nMMSBM_[3]	40	0.3293	0.3111	0.3213	0.7479	0.2620	0.4376	74.5895	0.1008	
nMMSBM_[3]	41	0.3254	0.3147	0.3270	0.7339	0.2630	0.4409	82.0372	0.1109	
nMMSBM_[3]	42	0.3253	0.3084	0.3191	0.7419	0.2645	0.4367	73.9342	0.0999	
nMMSBM_[3]	43	0.3238	0.3124	0.3163	0.7290	0.2572	0.4330	74.3263	0.1004	
nMMSBM_[3]	44	0.3273	0.3107	0.3211	0.7419	0.2634	0.4362	90.7806	0.1227	
nMMSBM_[3]	45	0.3311	0.3190	0.3243	0.7422	0.2644	0.4400	76.8378	0.1038	
nMMSBM_[3]	46	0.3216	0.3066	0.3162	0.7355	0.2592	0.4352	76.1208	0.1029	
nMMSBM_[3]	47	0.3225	0.3101	0.3226	0.7389	0.2620	0.4378	81.5100	0.1101	
nMMSBM_[3]	48	0.3363	0.3123	0.3216	0.7438	0.2686	0.4370	77.5133	0.1047	
nMMSBM_[3]	49	0.3236	0.3135	0.3238	0.7415	0.2614	0.4394	76.2139	0.1030	
nMMSBM_[3]	50	0.3231	0.3123	0.3186	0.7240	0.2609	0.4325	90.1645	0.1218	
nMMSBM_[3]	51	0.3235	0.3129	0.3212	0.7437	0.2625	0.4378	80.0815	0.1082	
nMMSBM_[3]	52	0.3214	0.3074	0.3195	0.7421	0.2595	0.4375	76.8036	0.1038	
nMMSBM_[3]	53	0.3318	0.3200	0.3279	0.7462	0.2686	0.4442	76.9075	0.1039	
nMMSBM_[3]	54	0.3280	0.3179	0.3238	0.7434	0.2670	0.4404	77.8290	0.1052	
nMMSBM_[3]	55	0.3268	0.3084	0.3197	0.7352	0.2564	0.4340	74.8092	0.1011	
nMMSBM_[3]	56	0.3189	0.3071	0.3188	0.7276	0.2562	0.4337	91.1314	0.1232	
nMMSBM_[3]	57	0.3283	0.3092	0.3212	0.7343	0.2578	0.4343	90.2221	0.1219	
nMMSBM_[3]	58	0.3194	0.3054	0.3178	0.7365	0.2593	0.4327	85.0847	0.1150	
nMMSBM_[3]	59	0.3281	0.3084	0.3190	0.7517	0.2653	0.4382	76.9273	0.1040	
nMMSBM_[3]	60	0.3252	0.3036	0.3205	0.7350	0.2583	0.4353	83.7352	0.1132	
nMMSBM_[3]	61	0.3275	0.3157	0.3263	0.7424	0.2687	0.4421	72.9369	0.0986	
nMMSBM_[3]	62	0.3225	0.3078	0.3247	0.7404	0.2609	0.4390	72.2021	0.0976	
nMMSBM_[3]	63	0.3274	0.3140	0.3225	0.7391	0.2634	0.4382	79.6391	0.1076	
nMMSBM_[3]	64	0.3257	0.3098	0.3173	0.7373	0.2628	0.4350	86.4385	0.1168	
nMMSBM_[3]	65	0.3258	0.3074	0.3204	0.7405	0.2621	0.4373	82.0775	0.1109	
nMMSBM_[3]	66	0.3203	0.3101	0.3202	0.7491	0.2627	0.4363	71.6098	0.0968	
nMMSBM_[3]	67	0.3251	0.3108	0.3232	0.7384	0.2613	0.4383	77.9735	0.1054	
nMMSBM_[3]	68	0.3215	0.3112	0.3215	0.7381	0.2571	0.4358	81.3947	0.1100	
nMMSBM_[3]	69	0.3242	0.3087	0.3192	0.7365	0.2645	0.4358	83.9459	0.1134	
nMMSBM_[3]	70	0.3258	0.3105	0.3219	0.7294	0.2632	0.4364	81.8026	0.1105	
nMMSBM_[3]	71	0.3193	0.3104	0.3226	0.7390	0.2555	0.4383	86.2623	0.1166	
nMMSBM_[3]	72	0.3237	0.3092	0.3218	0.7420	0.2623	0.4389	77.9075	0.1053	
nMMSBM_[3]	73	0.3242	0.3091	0.3179	0.7386	0.2642	0.4337	75.7793	0.1024	
nMMSBM_[3]	74	0.3267	0.3112	0.3207	0.7379	0.2616	0.4363	82.1587	0.1110	
nMMSBM_[3]	75	0.3205	0.3061	0.3146	0.7403	0.2602	0.4320	76.8819	0.1039	
nMMSBM_[3]	76	0.3173	0.3076	0.3201	0.7454	0.2573	0.4380	76.7533	0.1037	
nMMSBM_[3]	77	0.3297	0.3150	0.3185	0.7288	0.2637	0.4334	79.1185	0.1069	
nMMSBM_[3]	78	0.3284	0.3142	0.3190	0.7398	0.2656	0.4358	84.0203	0.1135	
nMMSBM_[3]	79	0.3274	0.3087	0.3192	0.7449	0.2631	0.4355	72.6866	0.0982	
nMMSBM_[3]	80	0.3254	0.3103	0.3208	0.7320	0.2637	0.4353	89.1112	0.1204	
nMMSBM_[3]	81	0.3297	0.3151	0.3211	0.7445	0.2653	0.4392	75.5095	0.1020	
nMMSBM_[3]	82	0.3223	0.3078	0.3213	0.7343	0.2594	0.4354	82.2994	0.1112	
nMMSBM_[3]	83	0.3226	0.3118	0.3197	0.7325	0.2612	0.4339	79.4934	0.1074	
nMMSBM_[3]	84	0.3259	0.3097	0.3199	0.7449	0.2632	0.4357	76.7168	0.1037	
nMMSBM_[3]	85	0.3274	0.3142	0.3214	0.7351	0.2653	0.4394	82.9107	0.1120	
nMMSBM_[3]	86	0.3225	0.3106	0.3160	0.7360	0.2596	0.4316	75.1157	0.1015	
nMMSBM_[3]	87	0.3158	0.3064	0.3192	0.7401	0.2554	0.4369	78.6794	0.1063	
nMMSBM_[3]	88	0.3215	0.3101	0.3213	0.7345	0.2620	0.4375	77.9836	0.1054	
nMMSBM_[3]	89	0.3257	0.3106	0.3193	0.7374	0.2626	0.4359	85.4103	0.1154	
nMMSBM_[3]	90	0.3250	0.3078	0.3237	0.7306	0.2624	0.4391	80.3476	0.1086	
nMMSBM_[3]	91	0.3230	0.3130	0.3250	0.7503	0.2605	0.4408	85.0172	0.1149	
nMMSBM_[3]	92	0.3247	0.3128	0.3213	0.7389	0.2603	0.4362	80.2160	0.1084	
nMMSBM_[3]	93	0.3239	0.3111	0.3219	0.7349	0.2611	0.4376	78.3419	0.1059	
nMMSBM_[3]	94	0.3323	0.3130	0.3260	0.7405	0.2646	0.4401	83.3828	0.1127	
nMMSBM_[3]	95	0.3230	0.3125	0.3234	0.7425	0.2561	0.4385	74.0031	0.1000	
nMMSBM_[3]	96	0.3253	0.3129	0.3201	0.7385	0.2612	0.4344	80.9401	0.1094	
nMMSBM_[3]	97	0.3186	0.3006	0.3174	0.7370	0.2578	0.4336	86.6511	0.1171	
nMMSBM_[3]	98	0.3184	0.3045	0.3224	0.7319	0.2594	0.4363	79.9732	0.1081	
nMMSBM_[3]	99	0.3236	0.3102	0.3193	0.7335	0.2641	0.4362	82.6912	0.1117	
KNN_[3]	0	0.3201	0.2948	0.3009	0.7079	0.2400	0.3941	385.6587	0.5212	
Rand_[3]	0	0.0262	0.0651	0.0013	0.5017	0.0142	0.0738	349.7930	0.4727	
