	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
NB_[1, 1]	0.2560, 0.2030, 0.2368, 0.5259, 0.1609, 0.4639, 2.5706, 0.2571, 
NMF_[1, 1]	0.1848, 0.0781, 0.0958, 0.5042, 0.1574, 0.2103, 7.1561, 0.7156, 
PF_[1, 1]	0.1671, 0.0905, 0.1114, 0.5455, 0.2218, 0.1824, 8.1655, 0.8165, 
TF_[1, 1]	0.2552, 0.0000, 0.2252, 0.5011, 0.1516, 0.4548, 2.6889, 0.2689, 
BL_[1, 1]	0.2552, 0.2297, 0.2297, 0.5000, 0.1511, 0.4607, 2.5740, 0.2574, 
nMMSBM_[1, 1]	0.3727, 0.1887, 0.3286, 0.7433, 0.3104, 0.5560, 1.7498, 0.1750, 
KNN_[1, 1]	0.2448, 0.1751, 0.1919, 0.5410, 0.1659, 0.3259, 5.9216, 0.5922, 
Rand_[1, 1]	0.2552, 0.0283, 0.0996, 0.4989, 0.1509, 0.2925, 4.5051, 0.4505, 
NB_[1, 2]	0.2562, 0.2167, 0.2354, 0.5298, 0.1617, 0.4622, 2.5915, 0.2591, 
NMF_[1, 2]	0.1356, 0.0402, 0.0600, 0.5014, 0.1546, 0.1569, 8.0548, 0.8055, 
PF_[1, 2]	0.0855, 0.0442, 0.0652, 0.5222, 0.1859, 0.1401, 8.5951, 0.8595, 
TF_[1, 2]	0.2552, 0.0000, 0.2297, 0.4961, 0.1495, 0.4572, 2.6858, 0.2686, 
BL_[1, 2]	0.2552, 0.2297, 0.2297, 0.5000, 0.1511, 0.4607, 2.5740, 0.2574, 
nMMSBM_[1, 2]	0.3810, 0.1979, 0.3351, 0.7510, 0.3163, 0.5632, 1.6939, 0.1694, 
KNN_[1, 2]	0.2571, 0.1212, 0.1879, 0.5470, 0.1675, 0.3276, 5.3347, 0.5335, 
Rand_[1, 2]	0.2552, 0.0285, 0.1007, 0.4997, 0.1510, 0.2932, 4.5002, 0.4500, 
