	run	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
nMMSBM_[1, 1]	63	0.4007	0.2196	0.3535	0.7663	0.3409	0.5797	1.5929	0.1593	
nMMSBM_[1, 1]	64	0.3958	0.2110	0.3523	0.7642	0.3339	0.5781	1.6029	0.1603	
nMMSBM_[1, 1]	65	0.3991	0.2194	0.3600	0.7670	0.3424	0.5828	1.5875	0.1587	
nMMSBM_[1, 1]	66	0.4006	0.2236	0.3545	0.7667	0.3414	0.5798	1.5913	0.1591	
nMMSBM_[1, 1]	67	0.4012	0.2230	0.3552	0.7669	0.3416	0.5800	1.5951	0.1595	
nMMSBM_[1, 1]	68	0.3974	0.2204	0.3516	0.7659	0.3385	0.5778	1.5993	0.1599	
nMMSBM_[1, 1]	69	0.4016	0.2163	0.3577	0.7676	0.3431	0.5821	1.5860	0.1586	
nMMSBM_[1, 1]	70	0.3988	0.2209	0.3537	0.7667	0.3414	0.5797	1.5871	0.1587	
nMMSBM_[1, 1]	71	0.3981	0.2180	0.3541	0.7650	0.3353	0.5802	1.5860	0.1586	
nMMSBM_[1, 1]	72	0.3989	0.2165	0.3597	0.7663	0.3412	0.5825	1.5942	0.1594	
nMMSBM_[1, 1]	73	0.4010	0.2218	0.3554	0.7678	0.3440	0.5808	1.5841	0.1584	
nMMSBM_[1, 1]	74	0.3981	0.2193	0.3579	0.7650	0.3419	0.5811	1.5976	0.1598	
nMMSBM_[1, 1]	75	0.3987	0.2200	0.3541	0.7658	0.3387	0.5794	1.5934	0.1593	
nMMSBM_[1, 1]	76	0.4001	0.2152	0.3518	0.7672	0.3413	0.5788	1.5926	0.1593	
nMMSBM_[1, 1]	77	0.4012	0.2223	0.3587	0.7690	0.3443	0.5823	1.5837	0.1584	
nMMSBM_[1, 1]	78	0.4010	0.2173	0.3580	0.7676	0.3425	0.5820	1.5924	0.1592	
nMMSBM_[1, 1]	79	0.3989	0.2226	0.3564	0.7662	0.3426	0.5797	1.6064	0.1606	
nMMSBM_[1, 1]	80	0.4008	0.2217	0.3541	0.7668	0.3423	0.5803	1.5829	0.1583	
nMMSBM_[1, 1]	81	0.3988	0.2233	0.3576	0.7668	0.3394	0.5813	1.5873	0.1587	
nMMSBM_[1, 1]	82	0.3979	0.2164	0.3544	0.7667	0.3410	0.5795	1.6007	0.1601	
nMMSBM_[1, 1]	83	0.4005	0.2221	0.3580	0.7679	0.3424	0.5818	1.5910	0.1591	
nMMSBM_[1, 1]	84	0.3971	0.2199	0.3551	0.7657	0.3380	0.5797	1.6041	0.1604	
nMMSBM_[1, 1]	85	0.3966	0.2170	0.3533	0.7651	0.3385	0.5785	1.5995	0.1600	
nMMSBM_[1, 1]	86	0.3998	0.2184	0.3534	0.7671	0.3391	0.5804	1.5832	0.1583	
nMMSBM_[1, 1]	87	0.3995	0.2232	0.3536	0.7649	0.3377	0.5795	1.5892	0.1589	
nMMSBM_[1, 1]	88	0.3983	0.2169	0.3508	0.7655	0.3401	0.5779	1.5946	0.1595	
nMMSBM_[1, 1]	89	0.4014	0.2226	0.3575	0.7689	0.3434	0.5826	1.5713	0.1571	
nMMSBM_[1, 1]	90	0.4032	0.2201	0.3577	0.7677	0.3433	0.5820	1.5877	0.1588	
nMMSBM_[1, 1]	91	0.3975	0.2199	0.3582	0.7664	0.3409	0.5809	1.6032	0.1603	
nMMSBM_[1, 1]	92	0.4016	0.2231	0.3570	0.7662	0.3412	0.5815	1.5832	0.1583	
nMMSBM_[1, 1]	93	0.3977	0.2216	0.3574	0.7670	0.3426	0.5808	1.6017	0.1602	
nMMSBM_[1, 1]	94	0.4009	0.2153	0.3588	0.7678	0.3451	0.5825	1.5893	0.1589	
nMMSBM_[1, 1]	95	0.4025	0.2178	0.3574	0.7683	0.3433	0.5825	1.5827	0.1583	
nMMSBM_[1, 1]	96	0.3988	0.2240	0.3532	0.7654	0.3382	0.5789	1.5899	0.1590	
nMMSBM_[1, 1]	97	0.3994	0.2177	0.3573	0.7668	0.3419	0.5809	1.5942	0.1594	
nMMSBM_[1, 1]	98	0.3990	0.2173	0.3546	0.7652	0.3392	0.5793	1.6038	0.1604	
nMMSBM_[1, 1]	99	0.3964	0.2205	0.3539	0.7658	0.3410	0.5786	1.6123	0.1612	
KNN_[1, 1]	0	0.2668	0.1415	0.2002	0.5558	0.1735	0.3308	4.8339	0.4834	
Rand_[1, 1]	0	0.2570	0.0282	0.0990	0.4979	0.1526	0.2918	4.5203	0.4520	
