	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
nMMSBM_[1, 1]	0.7125	0.6694	0.6694	0.7129	0.7183	0.8347	0.3306	0.1653	
TF_[1, 1]	0.6795	0.6037	0.6037	0.5176	0.5363	0.8019	0.3963	0.1981	
NMF_[1, 1]	0.6949	0.6501	0.6653	0.6806	0.6706	0.8250	0.3499	0.1750	
KNN_[1, 1]	0.6940	0.6433	0.6433	0.6668	0.6430	0.8217	0.3567	0.1783	
NB_[1, 1]	0.6795	0.6037	0.6037	0.5907	0.5822	0.8019	0.3963	0.1981	
BL_[1, 1]	0.6795	0.6037	0.6037	0.5000	0.5215	0.8019	0.3963	0.1981	
PF_[1, 1]	0.8430	0.7434	0.8378	0.9100	0.9063	0.8717	0.2566	0.1283	
Rand_[1, 1]	0.6795	0.4873	0.4873	0.4968	0.5231	0.7436	0.5127	0.2564	
