	run	F1	Acc	P@1	AUCROC	AUCPR	RankAvgPrec	CovErr	CovErrNorm	
nMMSBM_[1, 3]	26	0.7328	0.7123	0.7123	0.7598	0.7576	0.8561	0.2877	0.1439	
nMMSBM_[1, 3]	27	0.7306	0.7077	0.7077	0.7604	0.7613	0.8539	0.2923	0.1461	
nMMSBM_[1, 3]	28	0.7294	0.7140	0.7140	0.7573	0.7569	0.8570	0.2860	0.1430	
nMMSBM_[1, 3]	29	0.7273	0.7077	0.7077	0.7528	0.7485	0.8539	0.2923	0.1461	
nMMSBM_[1, 3]	30	0.7250	0.6953	0.6953	0.7429	0.7417	0.8477	0.3047	0.1523	
nMMSBM_[1, 3]	31	0.7264	0.7060	0.7060	0.7517	0.7488	0.8530	0.2940	0.1470	
nMMSBM_[1, 3]	32	0.7321	0.7010	0.7010	0.7550	0.7493	0.8505	0.2990	0.1495	
nMMSBM_[1, 3]	33	0.7303	0.7134	0.7134	0.7606	0.7624	0.8567	0.2866	0.1433	
nMMSBM_[1, 3]	34	0.7280	0.7021	0.7021	0.7508	0.7560	0.8510	0.2979	0.1490	
nMMSBM_[1, 3]	35	0.7273	0.7083	0.7083	0.7547	0.7489	0.8542	0.2917	0.1458	
nMMSBM_[1, 3]	36	0.7286	0.7134	0.7134	0.7550	0.7523	0.8567	0.2866	0.1433	
nMMSBM_[1, 3]	37	0.7266	0.7049	0.7049	0.7502	0.7491	0.8525	0.2951	0.1475	
nMMSBM_[1, 3]	38	0.7346	0.7123	0.7123	0.7654	0.7674	0.8561	0.2877	0.1439	
nMMSBM_[1, 3]	39	0.7305	0.7021	0.7021	0.7585	0.7637	0.8510	0.2979	0.1490	
nMMSBM_[1, 3]	40	0.7317	0.7117	0.7117	0.7590	0.7584	0.8559	0.2883	0.1441	
nMMSBM_[1, 3]	41	0.7341	0.7100	0.7100	0.7637	0.7668	0.8550	0.2900	0.1450	
nMMSBM_[1, 3]	42	0.7322	0.7072	0.7072	0.7610	0.7597	0.8536	0.2928	0.1464	
nMMSBM_[1, 3]	43	0.7299	0.7123	0.7123	0.7563	0.7530	0.8561	0.2877	0.1439	
nMMSBM_[1, 3]	44	0.7301	0.7089	0.7089	0.7571	0.7526	0.8544	0.2911	0.1456	
nMMSBM_[1, 3]	45	0.7340	0.7179	0.7179	0.7618	0.7623	0.8590	0.2821	0.1410	
nMMSBM_[1, 3]	46	0.7314	0.7038	0.7038	0.7562	0.7499	0.8519	0.2962	0.1481	
nMMSBM_[1, 3]	47	0.7255	0.6970	0.6970	0.7505	0.7475	0.8485	0.3030	0.1515	
nMMSBM_[1, 3]	48	0.7247	0.7027	0.7027	0.7513	0.7516	0.8513	0.2973	0.1487	
nMMSBM_[1, 3]	49	0.7285	0.7072	0.7072	0.7534	0.7517	0.8536	0.2928	0.1464	
nMMSBM_[1, 3]	50	0.7241	0.7032	0.7032	0.7498	0.7456	0.8516	0.2968	0.1484	
nMMSBM_[1, 3]	51	0.7256	0.6981	0.6981	0.7488	0.7497	0.8491	0.3019	0.1509	
nMMSBM_[1, 3]	52	0.7246	0.7100	0.7100	0.7483	0.7437	0.8550	0.2900	0.1450	
nMMSBM_[1, 3]	53	0.7275	0.7049	0.7049	0.7575	0.7595	0.8525	0.2951	0.1475	
nMMSBM_[1, 3]	54	0.7260	0.7100	0.7100	0.7549	0.7567	0.8550	0.2900	0.1450	
nMMSBM_[1, 3]	55	0.7268	0.7038	0.7038	0.7521	0.7504	0.8519	0.2962	0.1481	
nMMSBM_[1, 3]	56	0.7276	0.7134	0.7134	0.7561	0.7578	0.8567	0.2866	0.1433	
nMMSBM_[1, 3]	57	0.7270	0.7044	0.7044	0.7539	0.7536	0.8522	0.2956	0.1478	
nMMSBM_[1, 3]	58	0.7317	0.7157	0.7157	0.7619	0.7628	0.8578	0.2843	0.1422	
nMMSBM_[1, 3]	59	0.7327	0.7106	0.7106	0.7588	0.7557	0.8553	0.2894	0.1447	
nMMSBM_[1, 3]	60	0.7278	0.7066	0.7066	0.7559	0.7563	0.8533	0.2934	0.1467	
nMMSBM_[1, 3]	61	0.7254	0.7117	0.7117	0.7513	0.7529	0.8559	0.2883	0.1441	
nMMSBM_[1, 3]	62	0.7267	0.7111	0.7111	0.7519	0.7474	0.8556	0.2889	0.1444	
nMMSBM_[1, 3]	63	0.7299	0.7066	0.7066	0.7549	0.7515	0.8533	0.2934	0.1467	
nMMSBM_[1, 3]	64	0.7228	0.6942	0.6942	0.7431	0.7398	0.8471	0.3058	0.1529	
nMMSBM_[1, 3]	65	0.7263	0.7015	0.7015	0.7528	0.7486	0.8508	0.2985	0.1492	
nMMSBM_[1, 3]	66	0.7297	0.7106	0.7106	0.7570	0.7539	0.8553	0.2894	0.1447	
nMMSBM_[1, 3]	67	0.7313	0.7106	0.7106	0.7539	0.7533	0.8553	0.2894	0.1447	
nMMSBM_[1, 3]	68	0.7220	0.7032	0.7032	0.7427	0.7445	0.8516	0.2968	0.1484	
nMMSBM_[1, 3]	69	0.7336	0.7072	0.7072	0.7603	0.7561	0.8536	0.2928	0.1464	
nMMSBM_[1, 3]	70	0.7278	0.6976	0.6976	0.7461	0.7470	0.8488	0.3024	0.1512	
nMMSBM_[1, 3]	71	0.7313	0.7044	0.7044	0.7574	0.7534	0.8522	0.2956	0.1478	
nMMSBM_[1, 3]	72	0.7310	0.7111	0.7111	0.7576	0.7536	0.8556	0.2889	0.1444	
nMMSBM_[1, 3]	73	0.7314	0.7106	0.7106	0.7570	0.7576	0.8553	0.2894	0.1447	
nMMSBM_[1, 3]	74	0.7312	0.7117	0.7117	0.7588	0.7555	0.8559	0.2883	0.1441	
nMMSBM_[1, 3]	75	0.7314	0.7123	0.7123	0.7563	0.7481	0.8561	0.2877	0.1439	
nMMSBM_[1, 3]	76	0.7263	0.7049	0.7049	0.7486	0.7444	0.8525	0.2951	0.1475	
nMMSBM_[1, 3]	77	0.7317	0.7072	0.7072	0.7584	0.7584	0.8536	0.2928	0.1464	
nMMSBM_[1, 3]	78	0.7247	0.7100	0.7100	0.7570	0.7525	0.8550	0.2900	0.1450	
nMMSBM_[1, 3]	79	0.7316	0.7004	0.7004	0.7581	0.7519	0.8502	0.2996	0.1498	
nMMSBM_[1, 3]	80	0.7337	0.7134	0.7134	0.7597	0.7558	0.8567	0.2866	0.1433	
nMMSBM_[1, 3]	81	0.7337	0.7027	0.7027	0.7583	0.7560	0.8513	0.2973	0.1487	
nMMSBM_[1, 3]	82	0.7288	0.7106	0.7106	0.7533	0.7517	0.8553	0.2894	0.1447	
nMMSBM_[1, 3]	83	0.7290	0.7140	0.7140	0.7551	0.7487	0.8570	0.2860	0.1430	
nMMSBM_[1, 3]	84	0.7264	0.7044	0.7044	0.7523	0.7482	0.8522	0.2956	0.1478	
nMMSBM_[1, 3]	85	0.7300	0.7117	0.7117	0.7588	0.7609	0.8559	0.2883	0.1441	
nMMSBM_[1, 3]	86	0.7339	0.7111	0.7111	0.7566	0.7500	0.8556	0.2889	0.1444	
nMMSBM_[1, 3]	87	0.7322	0.7038	0.7038	0.7611	0.7646	0.8519	0.2962	0.1481	
nMMSBM_[1, 3]	88	0.7262	0.6998	0.6998	0.7488	0.7449	0.8499	0.3002	0.1501	
nMMSBM_[1, 3]	89	0.7257	0.7021	0.7021	0.7488	0.7527	0.8510	0.2979	0.1490	
nMMSBM_[1, 3]	90	0.7276	0.7094	0.7094	0.7527	0.7561	0.8547	0.2906	0.1453	
nMMSBM_[1, 3]	91	0.7277	0.7021	0.7021	0.7499	0.7474	0.8510	0.2979	0.1490	
nMMSBM_[1, 3]	92	0.7293	0.7027	0.7027	0.7565	0.7496	0.8513	0.2973	0.1487	
nMMSBM_[1, 3]	93	0.7279	0.7106	0.7106	0.7566	0.7582	0.8553	0.2894	0.1447	
nMMSBM_[1, 3]	94	0.7336	0.7044	0.7044	0.7614	0.7560	0.8522	0.2956	0.1478	
nMMSBM_[1, 3]	95	0.7240	0.7004	0.7004	0.7421	0.7421	0.8502	0.2996	0.1498	
nMMSBM_[1, 3]	96	0.7329	0.7077	0.7077	0.7622	0.7601	0.8539	0.2923	0.1461	
nMMSBM_[1, 3]	97	0.7341	0.7140	0.7140	0.7630	0.7649	0.8570	0.2860	0.1430	
nMMSBM_[1, 3]	98	0.7291	0.7117	0.7117	0.7555	0.7537	0.8559	0.2883	0.1441	
nMMSBM_[1, 3]	99	0.7294	0.7196	0.7196	0.7577	0.7603	0.8598	0.2804	0.1402	
KNN_[1, 3]	0	0.7100	0.6699	0.6699	0.7126	0.6856	0.8349	0.3301	0.1651	
Rand_[1, 3]	0	0.6775	0.5008	0.5008	0.5094	0.5240	0.7504	0.4992	0.2496	
